"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GCGUGQYI","presentation","2022","Park, Sungjin; Ryu, Byungki; Park, SuDong","Diffusion of Intrinsic and Extrinsic Defects in Mg2X (X = Si, Sn): Hybrid Density Functional Study","","","","","","","2022-11-09","2022-06-04 13:19:30","2022-11-22 11:27:03","","","","","","","","","","","","","","Ramada Jeju Hotel, Jeju, Korea","","","Oral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ENGE 2022","","","","","","","","","","","","","","","",""
"MV6KK7QU","presentation","2013","Ryu, Byungki","Impurity enhanced thermoelectric power of Bi2Te3-based TE materials: Density-functional study","","","","","","","2013-10-22","2022-06-04 13:30:05","2022-06-04 13:35:32","","","","","","","","","","","","","","KERI, Changwon, Korea","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\DZK7D9GY\BRyu_20131022_KERI-seminar_FINAL (2)-에러수정.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KERI Seminar","","","","","","","","","","","","","","","",""
"FW6VVQ9E","presentation","2014","Ryu, Byungki","Defects responsible for n-type conductivity in Ag-doped PbTe: First-principles study","","","","","","","2014-10-14","2021-05-17 01:10:16","2022-06-07 02:16:21","","","","","","","","","","","","","","경희대 국제캠퍼스 응용과학대학, 용인, Korea","","","","","","","","","","C:\Users\cta4r\Zotero\storage\7NCF7B8W\BRyu_20141014_경희대-나노소재_Ag-in-PbTe.pptx; C:\Users\cta4r\Zotero\storage\PSY2GJT4\Ryu - Defects responsible for n-type conductivity in Ag-.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","경희대국제캠퍼스 나노소재 모임","","","","","","","","","","","","","","","",""
"3QB9KQ3G","presentation","2014","Ryu, Byungki","Strategies for high zT","","","","","","","2014-06-11","2022-06-04 13:39:29","2022-06-07 02:16:23","","","","","","","","","","","","","","Hotel Inter-burgo Daegu, Daegu, Korea","","","","","","","","","","C:\Users\cta4r\Zotero\storage\P6YGQGAM\BRyu_20140704_TETI-workshop_Strategies-for-high-zT.PPTX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TE-TI WorkShop (sponsored by KERI & KRICT)","","","","","","","","","","","","","","","",""
"TG7MY5VV","presentation","2014","Ryu, Byungki","Silver in Tellurides","","","","","","","2014-11-14","2022-06-04 13:44:05","2022-06-07 02:16:18","","","","","","","","","","","","","","KERI, Changwon, Korea","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\K7IERH6P\BRyu_20141114_Ag-in-Te_German-KERI-Workshop_short.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","German TE in KERI: New Issue and Theory on TE","","","","","","","","","","","","","","","",""
"ZRUVZG8W","presentation","2014","Ryu, Byungki","Density Functional Theory Study of Defects in Telluride Thermoelectric Materials","","","","","","","2014-09-12","2022-06-04 13:48:30","2022-06-07 02:16:14","","","","","","","","","","","","","","Braunschweig, Germany","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\5W6KY4VU\BRyu_20140912_TU-Braunschweig-seminar_DFTstudy-of-D-in-Te-TEs.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TU-Braunschweig Seminar","","","","","","","","","","","","","","","",""
"Q8QH7QBK","presentation","2015","Ryu, Byungki","First principles study of atomic and electronic structures of Ag-related defects in telluride thermoelectrics","","","","","","","2015-06-01","2022-06-04 13:51:00","2022-06-07 02:16:03","","","","","","","","","","","","","","KRISS, Daejeon, Korea","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\FXUERWBJ\BRyu_20150601_표준연-Ag-in-PbTe_세미나.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KRISS Seminar","","","","","","","","","","","","","","","",""
"8NA8F323","presentation","2015","Ryu, Byungki","DFT study of Thermoelectric & BSE calc. using VASP","","","","","","","2015-07-17","2022-06-04 13:52:22","2022-06-07 02:16:00","","","","","","","","","","","","","","UNIST, Ulsan, Korea","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\YQGXQJZN\BRyu_20150716_UNIST_1TE.pptx; C:\Users\cta4r\Zotero\storage\EI7Y5RHK\BRyu_20150716_UNIST_2BSE.pptx; C:\Users\cta4r\Zotero\storage\E8SHGLWR\BRyu_20150716_UNIST_2BSE(공유용).pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UNIST Seminar (Prof. Noejung Park)","","","","","","","","","","","","","","","",""
"IZHWQHT3","presentation","2016","Ryu, Byungki","First principles study of Ag-defects in telluride thermoelectrics and BSE calculations using VASP","","","","","","","2016-02-22","2022-06-04 13:54:08","2022-06-07 02:15:57","","","","","","","","","","","","","","Chosun University, Gwangju, Korea","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\H6A8FWYE\BRyu_20160222_조선대학교(광주)_1_Ag-in-PbTe_v3.pptx; C:\Users\cta4r\Zotero\storage\UJYKYLSI\BRyu_20160222_조선대학교(광주)_2_Dielectric-BSEcalc.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chosun University Seminar (Seol Ryu's Lab)","","","","","","","","","","","","","","","",""
"ZZI3YLN2","presentation","2016","Ryu, Byungki","Simulations on thermoelectricity: from materials to devices","","","","","","","2016-03-04","2022-06-04 13:55:26","2022-06-07 02:15:54","","","","","","","","","","","","","","KAIST, Daejeon, Korea","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\GG5EXUYX\BRyu_20160304_KAIST기계과_TE_v2.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Seunghwa Ryu's Lab Seminar","","","","","","","","","","","","","","","",""
"ISPWXNJC","presentation","2016","Ryu, Byungki","Understanding, Calculating, Predicting ThermoElectric Effects: Materials to Devices","","","","","","","2016-06-24","2022-06-04 13:56:38","2022-06-07 02:15:53","","","","","","","","","","","","","","KBSI, Daejeon, Korea","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\H7YLRHD2\BRyu_20160624_KBSI_열전세미나v3.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KBSI Seminar","","","","","","","","","","","","","","","",""
"G7K3CXT3","presentation","2016","Ryu, Byungki","Calculation of Electric and Thermal Properties, and constructing HPC","","","","","","","2016-10-05","2022-06-04 13:57:39","2022-06-07 02:15:51","","","","","","","","","","","","","","University of Ulsan, Ulsan, Korea","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\ESEFP53I\BRyu_20161007_울산대김보흥교수님방문 v3.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BoHung Kim's Lab Seminar","","","","","","","","","","","","","","","",""
"PIIKMNTZ","presentation","2016","Ryu, Byungki","Thermoelectric computational simulations: material to device","","","","","","","2016-12-23","2022-06-04 13:59:49","2022-06-04 14:00:19","","","","","","","","","","","","","","KIMS, Changwon, Korea","","","Seminar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KIMS Seminar","","","","","","","","","","","","","","","",""
"AZA6DXK6","presentation","2018","Ryu, Byungki","Thermoelectric Degrees of Freedom (DOFs)","","","","","","","2018-08-31","2022-06-04 14:00:39","2022-06-04 14:02:50","","","","","","","","","","","","","","University of Tokyo, Kashiwa Campus, Japan","","","Seminar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Starrydata2-KERI meeting","","","","","","","","","","","","","","","",""
"TQ8RPREK","presentation","2021","Ryu, Byungki","Computation and data-driven research on thermoelectric materials and devices for high thermoelectric conversion efficiency","","","","","","","2021-11-10","2022-06-04 14:10:06","2022-06-04 14:11:09","","","","","","","","","","","","","","KRICT, Daejeon, Korea","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\VF8DQP7B\20211104 화연세미나 초록 v0.0.docx; C:\Users\cta4r\Zotero\storage\SXDGY9V6\BRyu_20211110_KRICT_seminar_on_TE_research_in_KERI_20211108_v2.0.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KRICT Seminar","","","","","","","","","","","","","","","",""
"7FPDQ8QA","presentation","2021","Ryu, Byungki","Thermoelectric Degrees of Freedom determining Thermoelectric Efficiency, beyond ZT","","","","","","","2021-11-25","2022-06-04 14:12:38","2023-03-25 18:16:48","","","","","","","","","","","","","","Hidden Cliff Hotel & Nature, Jeju, Korea","","","Oral Invited","","","","","","","C:\Users\cta4r\Zotero\storage\JBYJ58XJ\BRyu-20211125_4th-TE-special-symposium_v2.0_presentation.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Special Symposium on Thermoelectrics","","","","","","","","","","","","","","","",""
"8SJYCSG8","presentation","2016","Ryu, Byungki","Understanding, Calculating, and Predicting Thermoelectric effects: Materials to Devices Simulations","","","","","","","2016-12-16","2022-06-04 14:22:21","2022-06-04 14:23:01","","","","","","","","","","","","","","DGIST, Daegu, Korea","","","","","","","","","","C:\Users\cta4r\Zotero\storage\28FZ6DLK\BRyu_20161216_DGIST-seminar v8.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DGIST Seminar (Joongoo Kang)","","","","","","","","","","","","","","","",""
"VHHPWD2T","presentation","2021","Park, Sungjin; Park, SoDong; Ryu, Byungki","Hybrid density functional study of the energetics and electrical properties of metastable Mg9Sn5","","","","","","","2021-10-20","2022-08-29 10:20:12","2024-10-27 14:21:29","","","","","","","","","","","","","","Jeju, Korea","","","Oral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","대한금속재료학회(KIM) 2021 Fall","","","","","","","","","","","","","","","",""
"MZ2U4CK9","presentation","2022","Ryu, Byungki; Choi, Eun-Ae; Park, Sungjin; Han, Seung Zeon; Park, SuDong; Chung, Jaywan","Prediction of intrinsic and extrinsic interface formation energy using a universal Inter-Atomic Potential based on graph neural networks with three-body interactions","","","","","","The huge computational cost of first-principles calculations, such as density-functional theory (DFT) calculations, often hinders its wide use high-throughput materials exploration over tremendously huge material configuration space. This heavy computing cost also has been a bottleneck for materials simulations over large and long-time scale ab-initio molecular dynamics (MD) simulations. Recently, a universal Inter-Atomic Potential (IAP) for materials based on graph neural networks with three-body interactions, called M3GNet, was reported very recently in 2022-Aug [1]. The M3GNet IAP potential was reported to overcome the previous narrow chemical reaction of IAP potentials, by showing excellent energy prediction accuracy against conventional classical potentials. However, though the error of phase formation energy was found to be relatively small for bulk lattice prediction, it is not clear whether the M3GNet potential can be applied for other simulations cases, such as 2-dimensional defects. In this work, we test the M3GNet potential for prediction of defect formation energy and interface energy for various material systems. As a model system, we first investigate the intrinsic interface structure between the Bi2 bilayer and Bi2Te3 quintuple layer in Bi-Te homologue series [2], which is responsible for metastable structure of Bi-rich Bi2Te3 thermoelectric materials. It is found that the formation energy trends seem to be preserved within 20 meV/atom. Next, we investigate the coherent Cu/Ni2Si interface structures, which is crucial for precipitation hardening in Cu-Ni-Si alloys, as reported before [3]. After adding a fourth element, we calculate the change of interface energy compared to ideal Cu/Ni2Si interfaces. It is found that, without lattice cell relaxation, the M3GNet calculations well preserve the interface energies, compared to DFT-GGA calculations. However, when we performed the cell relaxation, not only the interface energies but also the cohesive energy of the fourth element varies significantly, compared to previous DFT results. It is speculated that, though the fixed-cell dynamics can be accurate, one should be very careful when simulating the lattice strain using M3GNet potential.  [1] C. Chen and S. P. Ong, A Universal Graph Deep Learning Interatomic Potential for the Periodic Table, arXiv:2202.02450. [2] S. Park, B. Ryu, and S. Park, Structural Analysis, Phase Stability, Electronic Band Structures, and Electric Transport Types of (Bi2)m(Bi2Te3)n by Density Functional Theory Calculations, Appl. Sci. 11, 23 (2021). [3] E.-A. Choi, S. Z. Han, J. H. Ahn, S. Semboshi, J. Lee, and S. H. Lim, Computational Screening of Efficient Additive Elements to Stabilize the Interface between Cu Matrix and Ni2Si Precipitates in Cu–Ni–Si Alloys, Journal of Japan Institute of Copper 60, 293 (2021).","2022-10-19","2022-08-31 11:59:28","2024-03-28 10:47:15","","","","","","","","","","","","","","BEXCO, Busan, Korea","","","Oral","","","","","","","C:\Users\cta4r\Zotero\storage\3EX86FMK\류병기 - 2022 KPS 가을 - 동합금 M3GNet 계면에너지 테스트3_JC_corrected Update BR.docx; C:\Users\cta4r\Zotero\storage\HHLFKW9U\류병기_2022KPS가을_부산_제출초록_M3GNET계면에너지.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KPS 2022 Fall","","","","","","","","","","","","","","","",""
"QQMSLI25","presentation","2022","Ryu, Byungki","Thermoelectric Equations for Materials design and discovery, and Devices optimization","","","","","","Thermoelectric effects enable direct energy conversion between thermal energy and electrical energy. When temperature difference is applied between two ends of materials, an electrical voltage (or electromotive force, emf) is induced, which is called Seebeck effect. Or, flowing electrical currents induce thermal currents, that is called Peltier effect. These effects are governed by thermoelectric differential equations (TEQs) on temperature distribution.  In this presentation, I would like to introduce the relation between thermoelectric equations and realistic thermoelectric energy conversion. The coefficients of TEQs are determined from the temperature- and position-dependent thermoelectric material properties. Boundary conditions are determined from the device geometry and the corresponding temperature solution determines the thermoelectric device performance.  Starting from TEQ derivation, I will show how TEQs can be applied for thermoelectric research: materials design and device optimization. The talk will may include the followings: (1) general efficiency theory of thermoelectric conversion, (2) coefficient calculations and material properties design, (3) temperature solutions and device design, (4) future thermoelectric research direction.","2022-09-16","2022-08-31 12:08:24","2022-09-18 08:42:02","","","","","","","","","","","","","","AORC, SKKU-Math, Suwon, South Korea","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\MDXF79LS\Applied PDE and Machine Learning 워크숍 (SKKU-Math)^J 초록-류병기 (v1).pdf; C:\Users\cta4r\Zotero\storage\EL99WPYC\Applied PDE and ML 학회 포스터.pdf; C:\Users\cta4r\Zotero\storage\JXQPB3ZZ\BRyu_20220916_TEQ_for_mats-and-devs_v2.0.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Applied PDE and Machine Learning Workshop","","","","","","","","","","","","","","","",""
"E9XSYYZP","presentation","2022","Ryu, Byungki; Chung, Jaywan; Park, SuDong","Thermoelectric integral equations and algebraic approximation for thermoelectric power generator devices","","","","","","","2022-09-30","2022-09-18 08:44:54","2023-07-02 04:19:28","","","","","","","","","","","","","","The K Seoul Hotel, Seoul, Korea","en","","Poster","","","","","","","C:\Users\cta4r\Zotero\storage\DK2EHKV9\Ryu 등 - Thermoelectric integral equations and algebraic ap.pdf; C:\Users\cta4r\Zotero\storage\BIYGBZGV\Ryu 등 - Thermoelectric integral equations and algebraic ap.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Korean Society for Computational Science and Engineering (KSCSE) 2022 Fall","","","","","","","","","","","","","","","",""
"MCY8IXYZ","presentation","2022","Chung, Jaywan; Ryu, Byungki; Seo, Hyowon","Thermoelectric Figure of Merit Under Constant Seebeck Coefficients","","","","","","","2022-11-09","2022-10-05 11:42:20","2022-11-22 11:27:08","","","","","","","","","","","","","","Ramada Jeju Hotel, Jeju, Korea","","","Oral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ENGE 2022","","","","","","","","","","","","","","","",""
"RS2HQQGM","presentation","2022","류, 병기; 정, 재환; 박, 수동","2022 대한민국과학기술대전","","","","","","","2022-12-15","2022-10-06 09:36:45","2023-01-17 14:31:40","","","","","","","","","","","","","","KINTEX, Ilsan, Korea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YB5WAQ7","presentation","2023","Ryu, Byungki; Chung, Jaywan; Kumagai, Masaya; Katsura, Yukari; Park, SuDong","Best Thermoelectric Efficiency Map on Thermoelectric Big Data","","","","","","Though many high-ZT materials have been developed, thermoelectric efficiencies are inccurately determined by ZT. Moreover, there is limited number of reports on thermoelectric efficiencies from the experimental side. Thereby it is strongly desired to accurately predict thermoelectric efficiency for the wide application of thermoelectric conversion. Here, we report the best thermoelectric efficiencies of ever-explored materials [1]. We start from the world-largest thermoelectric database of Starrydata2.org [2], which contains more than 43000 material samples for thermoelectric properties from ~8000 publications, as of 2021-November-24. After data filtering, we obtain high-quality thermoelectric big data composed of ~13000 samples from ~3000 publications and their ideal material efficiencies were computed for various heat source temperatures when cold side is 300 K. The thermoelectric performances were investigated by solving one-dimensional thermoelectric integral equation for temperature solutions [3]. Using them, high-performance P- and N-leg candidates were chosen and ~14000 P-N leg-pair configurations were generated. Then, theoretical thermoelectric device efficiencies were computed with various electrical and thermal operation conditions, various geometries, various heat source temperature, and various interfacial electrical/thermal resistances. Finally, among 100,000,000 device efficiency calculations, the achievable best thermoelectric efficiency is explored. It is found that a single-stage device with ideal materials can achieve a high efficiency of 17.1% when hot side is 860 K, much higher than the current experimental record of 13% (~1/3). In a multi-stage device, an even higher efficiency of 24%(~1/4) is achievable when hot side is 1200 K. The extremely high efficiency of 33%(~1/3) can be possible in the infinite-cascade devices when hot side is 1400 K.","2023-04-27","2023-02-23 09:55:12","2024-10-27 14:21:07","2023-02-23 09:55:12","","","","","","","","","","","","","Jeju ICC, Jeju, Korea","","","Oral","","","","","","","C:\Users\cta4r\Zotero\storage\MPT4XC5T\2023 04 26 류병기-금속재료-초록-best te efficiency map on te big data.docx","","","Condensed Matter - Materials Science; Physics - Computational Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","대한금속재료학회(KIM) 2023 Spring","","","","","","","","","","","","","","","",""
"R48NY394","presentation","2023","Ryu, Byungki; Park, Jongho; Jang, Jeongin; Lee, Jae Ki; Chung, Jaywan; de Boor, Johannes; Ziolkowski, Pawel; Park, SuDong","Development of segmented thermoelectric power module using higher-manganese silicides and other thermoelectric semiconductors","","","","","","Silicide thermoelectric semiconductor, an environmentally friendly thermoelectric material, is in the limelight as a thermoelectric-leg material for medium-temperature thermoelectric power generation that can respond to a 500-degree heat source. However, due to low material performance near room temperature, there has been a limit in application to medium-temperature devices. On the other hand, a segmented thermoelectric power element composed of multi-layered legs is an advanced element technology that can maximize the performance of the element by using the optimum material for each temperature range. However, the technology has high technical difficulties such as bonding between segments to make legs and bonding between legs and electrodes.   In this study, we developed a high-performance medium-temperature segmented thermoelectric generator based on high-manganese silicide (HMS)-based materials. HMS was used to take charge of the high-temperature part of the P leg, and in the case of the N leg, the optimal material was searched for and selected from among materials possessed by the Korea Electrotechnology Research Institute (KERI), Korea and German Aerospace Center (DLR), Germany. In order to overcome the low low-temperature properties of silicides, BiTe-based alloys were placed in the low-temperature region. The performance of various device legs and structures was predicted and calculated by calculating the thermoelectric equation that determines the temperature distribution of the thermoelectric leg, and based on this, the optimum material was searched and selected and the segment leg shape was determined. Finally, a long-leg type segment element stacked by bonding 4-5 mm of high-temperature material to a length of 3 mm of low-temperature material was designed and implemented. In the case of the low-temperature segment, Ni was plated, and in the case of the high-temperature segment, thermal stability was secured through simultaneous sintering. Finally, the leg and the subtrate were joined through solder/brazer. A 2-pair test device was developed, the electrical/thermal resistance values of the interface inside and outside the device were extracted and redesigned, and the final 8-pair silicide-based segmented thermoelectric generator device was developed. A thermoelectric energy conversion efficiency of more than 7% was achieved under the high-temperature condition of 450 degrees Celsius, and the efficiency level was confirmed by cross-evaluation through a joint research team in Germany.  This is the result of lowering the temperature of the high-temperature part by 100 degrees Celsius while showing equivalent conversion efficiency compared to previously reported silicide thermoelectric generators (7% @ high temperature 550 degrees Celsius, [1]). [1] Aoyama et al., J. Appl. Phys. 44, 4275. https://doi.org/10.1143/JJAP.44.4275","2023-04-26","2023-02-23 09:58:19","2024-10-27 14:21:12","2023-02-23 09:55:12","","","","","","","","","","","","","Jeju ICC, Jeju, Korea","","","Oral","","","","","","","C:\Users\cta4r\Zotero\storage\DVLLY4KI\2023 04 26 류병기-금속재료-초록-하이브리드 실리사이드 세그먼트 소자.docx","","","Condensed Matter - Materials Science; Physics - Computational Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","대한금속재료학회(KIM) 2023 Spring","","","","","","","","","","","","","","","",""
"LINI5VFY","presentation","2023","Ryu, Byungki; Chung, Jaywan; Kumagai, Masaya; Katsura, Yukari; Park, SuDong","Best Thermoelectric Efficiency Map on Ever-Explored Materials: toward Device Physics, beyond Materials","","","","","","Thermoelectric devices enable the direct conversion of heat into electricity through thermoelectric effects. The Seebeck effect generates electrical voltage when a temperature difference is applied across the device, while the Peltier effect couples electrical current with a reversible heat current. The efficiency of a thermoelectric device, as a heat engine, is a direct measure of its thermoelectric conversion ability. Despite the development of many high figure of merit materials, there have been limited studies on the practical implementation of thermoelectric devices for energy realization, and the achievable limit of thermoelectric efficiency remains unknown. In this presentation, we report on the best thermoelectric efficiency of ever-explored materials [1]. By filtering the thermoelectric property data from the world's largest thermoelectric property database (Starrydata2.org) [2], we obtain a high-quality thermoelectric big data set. Using thermoelectric integral equations based on the general thermoelectric efficiency theory of three thermoelectric degrees of freedom [3], we quickly and accurately predict the thermoelectric efficiencies of devices by solving for temperature solutions in P- and N-legs. By considering P-N leg-pair combinations, interface thermal/electrical resistances, leg geometries, and thermal and electrical working conditions, we have explored the efficiencies of 100 million devices based on 13,000 materials. Our results reveal that the best thermoelectric efficiency can reach over 17% in a single-stage P-N leg-pair device when the hot and cold side temperatures are 860 K and 300 K. With a leg-segmentation technology, this efficiency can be increased to 20% and 24% when the hot side temperature is changed to 850 K and 1100 K, respectively. In an infinite cascade model, a very high efficiency of 33% is possible with a heat source at 1400 K. However, there is a significant discrepancy between theoretical and experimental efficiencies, which may be caused by suboptimal material selection or the presence of significant parasitic thermal/electrical resistances that have not been fully considered. This highlights the need for a careful consideration and analysis of the underlying physics of thermoelectric devices for the wider implementation of thermoelectric power generation technology in the industrial and transportation sectors. [1] B. Ryu, J. Chung et al., Best Thermoelectric Efficiency of Ever-Explored Materials, arXiv:2210.08837. [2] Y. Katsura, M. Kumagai et al., Science and Technology of Advanced Materials 20, 511 (2019). [3] B. Ryu, J. Chung, S. Park, Thermoelectric Degrees of Freedom Determining Thermoelectric Efficiency, iScience 24, 102934 (2021).","2023-04-19","2023-02-23 10:05:34","2024-03-28 10:47:23","2023-02-23 09:55:12","","","","","","","","","","","","","DCC, Daejeon, Korea","","","Invited Oral","","","","","","","C:\Users\cta4r\Zotero\storage\XWCEB5BR\2023 04 19 KPS봄-초청강연-best-te-eff-on-data.docx; C:\Users\cta4r\Zotero\storage\XHQ7TP3D\2023 kps spring.pdf; C:\Users\cta4r\Zotero\storage\6GRIGEYC\초록프린트.pdf","","","Condensed Matter - Materials Science; Physics - Computational Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KPS 2023 Spring","","","","","","","","","","","","","","","",""
"LHAV5JML","presentation","2023","Park, Jongho; Jang, Jeongin; Chung, Jaywan; Park, SuDong; Ryu, Byungki","Fabrication of telluride-based thermoelectric power generator module for high-power density electricity generation for mid-temperature applications","","","","","","In this study, we demonstrate the use of telluride-based thermoelectric alloys in high-power thermoelectric generator module. We consider the material systems of n-type PbTe and p-type GeTe alloys, which have peak zT values of 0.88 and 1.43 at 350oC and 450oC, respectively. We synthesized the 3x3x2.5 mm3 legs by one-step hot-press sintering process with Co diffusion barriers at the ends of each leg. Then, we fabricated the 2-leg pair power module with Al2O3 electrically insulating substrates. The power characteristics of our module was measured using mini-PEM system.[1] The high power module shows relatively high output power of 1.27 W when the hotside temperature is 547oC and the temperature difference is 512oC, which corresponds to the very high-power density of 2.00 W/cm2.","2023-04-26","2023-02-23 10:09:35","2024-10-27 14:21:17","2023-02-23 09:55:12","","","","","","","","","","","","","Jeju ICC, Jeju, Korea","","","Oral","","","","","","","","","","Condensed Matter - Materials Science; Physics - Computational Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","대한금속재료학회(KIM) 2023 Spring","","","","","","","","","","","","","","","",""
"UWHJEPDZ","presentation","2023","Jang, Jeongin; Chung, Jaywan; Ryu, Byungki; Park, SuDong","Thermoelectric properties and thermal stability of Higher Manganese","","","","","","","2023-04-26","2023-02-23 10:10:39","2024-10-27 14:21:21","2023-02-23 09:55:12","","","","","","","","","","","","","Jeju ICC, Jeju, Korea","","","Poster","","","","","","","","","","Condensed Matter - Materials Science; Physics - Computational Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","대한금속재료학회(KIM) 2023 Spring","","","","","","","","","","","","","","","",""
"F92KETEU","presentation","2023","Ryu, Byungki; Chung, Jaywan; Kumagai, Masaya; Katsura, Yukari; Park, SuDong","Exploring best thermoelectric efficiency from of more than 10<sup>4</sup> explored thermoelectric materials and 10<sup>8</sup> device efficiency calculations","","","","","https://meetings.aps.org/Meeting/MAR23/Session/B45.3","A thermoelectric device is a heat engine that directly converts thermal energy into electrical energy through the Seebeck and Peltier effects. More than tens thousands thermoelectric materials have been reported and numerous high ZT materials have been developed. However, the achievable thermoelectric efficiencies are not known for explored thermoelectric materials. Here, we report the theoretical best thermoelectric efficiencies of each thermoelectric material in a large materials dataset (Starrydata2 thermoelectric web DB [1]). The dataset was filtered to remove erroneous data, and thermoelectric material and device efficiencies were computed by solving the thermoelectric integral equations [2]. The achievable theoretical efficiencies were explored for various thermal and electrical conditions, i.e., over 1,615,713 material efficiency data and 97,841,810 device efficiency data. Finally, the achievable best thermoelectric efficiencies were calculated: 33% at the side temperature (Th) of 1400 K for an infinite cascade device, 24% at Th = 1100 K for a multistage P-N leg pair device, and 17% at Th = 860 K for a single-stage P-N leg device. This study highlights the gap between theoretical material performance and experimental device performance in thermoelectric power generation. The result of this work cab be found in arXiv:2210.08837 [3]. *BR, JC, and SP were supported by KERI-MSIT (22A01008), KETEP-MOTIE (2021202080023D), NRF-MSIT (NRF-2022M3C1C8097621), Republic of Korea. YK and MK were supported by JST-CREST (JPMJCR19J1), Japan.","2023-03-06","2023-02-23 10:13:01","2024-02-21 08:34:30","2023-02-23 10:13:01","","","","","","","","","","","","","Las Vegas, NV, US","","","Oral","","","","","","","C:\Users\cta4r\Zotero\storage\BZ86IRIY\B45.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","APS March Meeting 2023","","","","","","","","","","","","","","","",""
"S7SVEWT3","presentation","2023","Ryu, Byungki","(New) Approaches in TE Science at KERI","","","","","","","2023-02-20","2023-02-23 10:16:43","2023-02-23 10:17:24","","","","","","","","","","","","","","KERI, Changwon, Korea","","","Seminar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AIST-KERI meeting at KERI","","","","","","","","","","","","","","","",""
"2GAZJA2D","presentation","2021","Ryu, Byungki","(invited) Thermoelectric Efficiency Theory for Temperature-Dependent Thermoelectric Properties","","","","","","","2021-12-07","2023-03-25 18:23:32","2023-11-18 15:14:01","","","","","","","","","","","","","","Boston (hybrid), US","","","Oral Invited","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MRS 2021 Fall","","","","","","","","","","","","","","","",""
